scaffold,start,end,status,loci,set
HiC_scaffold_2,1889000,1890000,2,HiC_scaffold_2:1889626,east_cent
HiC_scaffold_2,1889000,1890000,2,HiC_scaffold_2:1889639,east_cent
HiC_scaffold_2,1889000,1890000,2,HiC_scaffold_2:1889671,east_cent
HiC_scaffold_2,1889000,1890000,2,HiC_scaffold_2:1889927,east_cent
HiC_scaffold_2,1890000,1891000,2,HiC_scaffold_2:1890109,east_cent
HiC_scaffold_2,1891000,1892000,2,HiC_scaffold_2:1891801,east_cent
HiC_scaffold_2,1894000,1895000,2,HiC_scaffold_2:1894344,east_cent
HiC_scaffold_2,1894000,1895000,2,HiC_scaffold_2:1894354,east_cent
HiC_scaffold_2,1897000,1898000,2,HiC_scaffold_2:1897267,east_cent
HiC_scaffold_2,1911000,1912000,2,HiC_scaffold_2:1911400,east_cent
HiC_scaffold_2,1918000,1919000,2,HiC_scaffold_2:1918163,east_cent
HiC_scaffold_2,1918000,1919000,2,HiC_scaffold_2:1918861,east_cent
HiC_scaffold_2,1918000,1919000,2,HiC_scaffold_2:1918893,east_cent
HiC_scaffold_2,1918000,1919000,2,HiC_scaffold_2:1918899,east_cent
HiC_scaffold_2,1931000,1932000,2,HiC_scaffold_2:1931367,east_cent
HiC_scaffold_2,1934000,1935000,2,HiC_scaffold_2:1934590,east_cent
HiC_scaffold_2,1940000,1941000,2,HiC_scaffold_2:1940086,east_cent
HiC_scaffold_2,1942000,1943000,2,HiC_scaffold_2:1942252,east_cent
HiC_scaffold_2,1944000,1945000,2,HiC_scaffold_2:1944235,east_cent
HiC_scaffold_2,1948000,1949000,2,HiC_scaffold_2:1948706,east_cent
HiC_scaffold_2,1954000,1955000,2,HiC_scaffold_2:1954768,east_cent
HiC_scaffold_2,1956000,1957000,2,HiC_scaffold_2:1956680,east_cent
HiC_scaffold_2,1965000,1966000,2,HiC_scaffold_2:1965302,east_cent
HiC_scaffold_2,1965000,1966000,2,HiC_scaffold_2:1965478,east_cent
HiC_scaffold_2,1966000,1967000,2,HiC_scaffold_2:1966360,east_cent
HiC_scaffold_2,1967000,1968000,2,HiC_scaffold_2:1967557,east_cent
HiC_scaffold_3,9393000,9394000,1,HiC_scaffold_3:9393163,east_cent
HiC_scaffold_3,14478000,14479000,2,HiC_scaffold_3:14478746,east_cent
HiC_scaffold_3,14589000,14590000,2,HiC_scaffold_3:14589335,east_cent
HiC_scaffold_3,14993000,14994000,2,HiC_scaffold_3:14993769,east_cent
HiC_scaffold_3,15009000,15010000,2,HiC_scaffold_3:15009855,east_cent
HiC_scaffold_3,15028000,15029000,2,HiC_scaffold_3:15028863,east_cent
HiC_scaffold_3,15029000,15030000,2,HiC_scaffold_3:15029477,east_cent
HiC_scaffold_3,15081000,15082000,2,HiC_scaffold_3:15081674,east_cent
HiC_scaffold_3,15091000,15092000,1,HiC_scaffold_3:15091930,east_cent
HiC_scaffold_3,15132000,15133000,2,HiC_scaffold_3:15132365,east_cent
HiC_scaffold_3,15137000,15138000,2,HiC_scaffold_3:15137484,east_cent
HiC_scaffold_3,15154000,15155000,2,HiC_scaffold_3:15154973,east_cent
HiC_scaffold_3,15382000,15383000,2,HiC_scaffold_3:15382103,east_cent
HiC_scaffold_3,15383000,15384000,2,HiC_scaffold_3:15383892,east_cent
HiC_scaffold_3,15384000,15385000,2,HiC_scaffold_3:15384334,east_cent
HiC_scaffold_3,17707000,17708000,2,HiC_scaffold_3:17707869,east_cent
HiC_scaffold_3,17805000,17806000,2,HiC_scaffold_3:17805269,east_cent
HiC_scaffold_3,19485000,19486000,1,HiC_scaffold_3:19485443,east_cent
HiC_scaffold_3,19485000,19486000,1,HiC_scaffold_3:19485465,east_cent
HiC_scaffold_3,19485000,19486000,1,HiC_scaffold_3:19485467,east_cent
HiC_scaffold_3,19485000,19486000,1,HiC_scaffold_3:19485475,east_cent
HiC_scaffold_3,24379000,24380000,1,HiC_scaffold_3:24379065,east_cent
HiC_scaffold_3,24380000,24381000,1,HiC_scaffold_3:24380225,east_cent
HiC_scaffold_3,24383000,24384000,1,HiC_scaffold_3:24383411,east_cent
HiC_scaffold_3,24383000,24384000,1,HiC_scaffold_3:24383754,east_cent
HiC_scaffold_3,24427000,24428000,1,HiC_scaffold_3:24427660,east_cent
HiC_scaffold_3,39014000,39015000,1,HiC_scaffold_3:39014769,east_cent
HiC_scaffold_3,40080000,40081000,1,HiC_scaffold_3:40080867,east_cent
HiC_scaffold_3,49652000,49653000,1,HiC_scaffold_3:49652595,east_cent
HiC_scaffold_3,49652000,49653000,1,HiC_scaffold_3:49652913,east_cent
HiC_scaffold_3,49659000,49660000,1,HiC_scaffold_3:49659624,east_cent
HiC_scaffold_3,49659000,49660000,1,HiC_scaffold_3:49659636,east_cent
HiC_scaffold_3,49661000,49662000,1,HiC_scaffold_3:49661417,east_cent
HiC_scaffold_3,50406000,50407000,1,HiC_scaffold_3:50406271,east_cent
HiC_scaffold_3,51403000,51404000,2,HiC_scaffold_3:51403020,east_cent
HiC_scaffold_3,51403000,51404000,2,HiC_scaffold_3:51403822,east_cent
HiC_scaffold_3,53613000,53614000,2,HiC_scaffold_3:53613418,east_cent
HiC_scaffold_3,53724000,53725000,1,HiC_scaffold_3:53724963,east_cent
HiC_scaffold_3,55326000,55327000,1,HiC_scaffold_3:55326940,east_cent
HiC_scaffold_3,55327000,55328000,1,HiC_scaffold_3:55327718,east_cent
HiC_scaffold_3,57218000,57219000,1,HiC_scaffold_3:57218880,east_cent
HiC_scaffold_3,57234000,57235000,1,HiC_scaffold_3:57234460,east_cent
HiC_scaffold_3,57252000,57253000,1,HiC_scaffold_3:57252700,east_cent
HiC_scaffold_3,57268000,57269000,2,HiC_scaffold_3:57268228,east_cent
HiC_scaffold_3,57383000,57384000,2,HiC_scaffold_3:57383344,east_cent
HiC_scaffold_3,57449000,57450000,1,HiC_scaffold_3:57449345,east_cent
HiC_scaffold_3,61050000,61051000,2,HiC_scaffold_3:61050086,east_cent
HiC_scaffold_3,61407000,61408000,1,HiC_scaffold_3:61407670,east_cent
HiC_scaffold_3,61407000,61408000,1,HiC_scaffold_3:61407677,east_cent
HiC_scaffold_3,61407000,61408000,1,HiC_scaffold_3:61407705,east_cent
HiC_scaffold_3,61407000,61408000,1,HiC_scaffold_3:61407709,east_cent
HiC_scaffold_3,61552000,61553000,2,HiC_scaffold_3:61552006,east_cent
HiC_scaffold_3,61807000,61808000,2,HiC_scaffold_3:61807940,east_cent
HiC_scaffold_3,61808000,61809000,2,HiC_scaffold_3:61808097,east_cent
HiC_scaffold_3,61870000,61871000,1,HiC_scaffold_3:61870949,east_cent
HiC_scaffold_3,61879000,61880000,1,HiC_scaffold_3:61879585,east_cent
HiC_scaffold_3,62274000,62275000,1,HiC_scaffold_3:62274635,east_cent
HiC_scaffold_3,62275000,62276000,1,HiC_scaffold_3:62275985,east_cent
HiC_scaffold_3,62280000,62281000,1,HiC_scaffold_3:62280221,east_cent
HiC_scaffold_3,62280000,62281000,1,HiC_scaffold_3:62280232,east_cent
HiC_scaffold_3,62564000,62565000,1,HiC_scaffold_3:62564807,east_cent
HiC_scaffold_3,62565000,62566000,1,HiC_scaffold_3:62565463,east_cent
HiC_scaffold_3,62565000,62566000,1,HiC_scaffold_3:62565507,east_cent
HiC_scaffold_3,62590000,62591000,1,HiC_scaffold_3:62590558,east_cent
HiC_scaffold_3,62597000,62598000,1,HiC_scaffold_3:62597444,east_cent
HiC_scaffold_3,62597000,62598000,1,HiC_scaffold_3:62597727,east_cent
HiC_scaffold_3,62597000,62598000,1,HiC_scaffold_3:62597737,east_cent
HiC_scaffold_3,62598000,62599000,1,HiC_scaffold_3:62598703,east_cent
HiC_scaffold_3,62603000,62604000,1,HiC_scaffold_3:62603276,east_cent
HiC_scaffold_3,62717000,62718000,1,HiC_scaffold_3:62717357,east_cent
HiC_scaffold_3,62729000,62730000,1,HiC_scaffold_3:62729186,east_cent
HiC_scaffold_3,62739000,62740000,1,HiC_scaffold_3:62739167,east_cent
HiC_scaffold_3,62811000,62812000,1,HiC_scaffold_3:62811499,east_cent
HiC_scaffold_3,64238000,64239000,2,HiC_scaffold_3:64238137,east_cent
HiC_scaffold_3,67457000,67458000,2,HiC_scaffold_3:67457142,east_cent
HiC_scaffold_3,67465000,67466000,1,HiC_scaffold_3:67465488,east_cent
HiC_scaffold_3,67468000,67469000,1,HiC_scaffold_3:67468968,east_cent
HiC_scaffold_3,67590000,67591000,2,HiC_scaffold_3:67590021,east_cent
HiC_scaffold_3,67590000,67591000,2,HiC_scaffold_3:67590772,east_cent
HiC_scaffold_3,67593000,67594000,2,HiC_scaffold_3:67593237,east_cent
HiC_scaffold_3,67621000,67622000,1,HiC_scaffold_3:67621810,east_cent
HiC_scaffold_3,67634000,67635000,2,HiC_scaffold_3:67634046,east_cent
HiC_scaffold_3,67980000,67981000,1,HiC_scaffold_3:67980403,east_cent
HiC_scaffold_3,67984000,67985000,1,HiC_scaffold_3:67984049,east_cent
HiC_scaffold_3,67984000,67985000,1,HiC_scaffold_3:67984226,east_cent
HiC_scaffold_3,67984000,67985000,1,HiC_scaffold_3:67984313,east_cent
HiC_scaffold_3,67984000,67985000,1,HiC_scaffold_3:67984318,east_cent
HiC_scaffold_3,67984000,67985000,1,HiC_scaffold_3:67984324,east_cent
HiC_scaffold_3,67984000,67985000,1,HiC_scaffold_3:67984367,east_cent
HiC_scaffold_3,67988000,67989000,1,HiC_scaffold_3:67988064,east_cent
HiC_scaffold_3,6.8e+07,68001000,1,HiC_scaffold_3:68000253,east_cent
HiC_scaffold_3,6.8e+07,68001000,1,HiC_scaffold_3:68000952,east_cent
HiC_scaffold_3,68001000,68002000,1,HiC_scaffold_3:68001762,east_cent
HiC_scaffold_3,68001000,68002000,1,HiC_scaffold_3:68001866,east_cent
HiC_scaffold_3,68002000,68003000,1,HiC_scaffold_3:68002851,east_cent
HiC_scaffold_3,68002000,68003000,1,HiC_scaffold_3:68002880,east_cent
HiC_scaffold_3,68003000,68004000,1,HiC_scaffold_3:68003489,east_cent
HiC_scaffold_3,68003000,68004000,1,HiC_scaffold_3:68003532,east_cent
HiC_scaffold_3,68007000,68008000,1,HiC_scaffold_3:68007913,east_cent
HiC_scaffold_3,68008000,68009000,1,HiC_scaffold_3:68008211,east_cent
HiC_scaffold_3,68009000,68010000,1,HiC_scaffold_3:68009083,east_cent
HiC_scaffold_3,68009000,68010000,1,HiC_scaffold_3:68009088,east_cent
HiC_scaffold_3,68562000,68563000,2,HiC_scaffold_3:68562135,east_cent
HiC_scaffold_3,68562000,68563000,2,HiC_scaffold_3:68563000,east_cent
HiC_scaffold_3,68563000,68564000,2,HiC_scaffold_3:68563000,east_cent
HiC_scaffold_3,68566000,68567000,2,HiC_scaffold_3:68566717,east_cent
HiC_scaffold_3,68577000,68578000,1,HiC_scaffold_3:68577218,east_cent
HiC_scaffold_3,68577000,68578000,1,HiC_scaffold_3:68577238,east_cent
HiC_scaffold_3,68674000,68675000,1,HiC_scaffold_3:68674384,east_cent
HiC_scaffold_3,68674000,68675000,1,HiC_scaffold_3:68674391,east_cent
HiC_scaffold_3,68677000,68678000,1,HiC_scaffold_3:68677572,east_cent
HiC_scaffold_3,68678000,68679000,1,HiC_scaffold_3:68678094,east_cent
HiC_scaffold_3,68716000,68717000,1,HiC_scaffold_3:68716142,east_cent
HiC_scaffold_3,68759000,68760000,1,HiC_scaffold_3:68759071,east_cent
HiC_scaffold_3,68823000,68824000,1,HiC_scaffold_3:68823428,east_cent
HiC_scaffold_3,68826000,68827000,1,HiC_scaffold_3:68826276,east_cent
HiC_scaffold_3,69580000,69581000,1,HiC_scaffold_3:69580683,east_cent
HiC_scaffold_3,69580000,69581000,1,HiC_scaffold_3:69580720,east_cent
HiC_scaffold_3,70185000,70186000,1,HiC_scaffold_3:70185335,east_cent
HiC_scaffold_3,70232000,70233000,1,HiC_scaffold_3:70232204,east_cent
HiC_scaffold_3,71400000,71401000,1,HiC_scaffold_3:71400836,east_cent
HiC_scaffold_3,71402000,71403000,1,HiC_scaffold_3:71402956,east_cent
HiC_scaffold_3,71403000,71404000,1,HiC_scaffold_3:71403122,east_cent
HiC_scaffold_3,71403000,71404000,1,HiC_scaffold_3:71403191,east_cent
HiC_scaffold_3,71511000,71512000,1,HiC_scaffold_3:71511392,east_cent
HiC_scaffold_3,71511000,71512000,1,HiC_scaffold_3:71511541,east_cent
HiC_scaffold_3,71512000,71513000,1,HiC_scaffold_3:71512827,east_cent
HiC_scaffold_3,71516000,71517000,1,HiC_scaffold_3:71516575,east_cent
HiC_scaffold_3,71596000,71597000,1,HiC_scaffold_3:71596613,east_cent
HiC_scaffold_3,71609000,71610000,1,HiC_scaffold_3:71609557,east_cent
HiC_scaffold_3,71627000,71628000,1,HiC_scaffold_3:71627055,east_cent
HiC_scaffold_3,71943000,71944000,1,HiC_scaffold_3:71943473,east_cent
HiC_scaffold_3,71943000,71944000,1,HiC_scaffold_3:71943873,east_cent
HiC_scaffold_3,71945000,71946000,1,HiC_scaffold_3:71945365,east_cent
HiC_scaffold_3,71945000,71946000,1,HiC_scaffold_3:71945368,east_cent
HiC_scaffold_3,71945000,71946000,1,HiC_scaffold_3:71945375,east_cent
HiC_scaffold_3,71945000,71946000,1,HiC_scaffold_3:71945812,east_cent
HiC_scaffold_3,71960000,71961000,2,HiC_scaffold_3:71960045,east_cent
HiC_scaffold_3,72112000,72113000,2,HiC_scaffold_3:72112856,east_cent
HiC_scaffold_3,72268000,72269000,2,HiC_scaffold_3:72268838,east_cent
HiC_scaffold_3,72405000,72406000,1,HiC_scaffold_3:72405911,east_cent
HiC_scaffold_3,72406000,72407000,1,HiC_scaffold_3:72406261,east_cent
HiC_scaffold_3,72407000,72408000,1,HiC_scaffold_3:72407667,east_cent
HiC_scaffold_3,72408000,72409000,1,HiC_scaffold_3:72408252,east_cent
HiC_scaffold_3,72409000,72410000,1,HiC_scaffold_3:72409702,east_cent
HiC_scaffold_3,72409000,72410000,1,HiC_scaffold_3:72409730,east_cent
HiC_scaffold_3,72436000,72437000,1,HiC_scaffold_3:72436388,east_cent
HiC_scaffold_3,72436000,72437000,1,HiC_scaffold_3:72436907,east_cent
HiC_scaffold_3,72448000,72449000,1,HiC_scaffold_3:72448224,east_cent
HiC_scaffold_3,72520000,72521000,1,HiC_scaffold_3:72520211,east_cent
HiC_scaffold_3,72521000,72522000,1,HiC_scaffold_3:72521444,east_cent
HiC_scaffold_3,72521000,72522000,1,HiC_scaffold_3:72521734,east_cent
HiC_scaffold_3,72522000,72523000,1,HiC_scaffold_3:72522547,east_cent
HiC_scaffold_3,72555000,72556000,1,HiC_scaffold_3:72555702,east_cent
HiC_scaffold_3,72574000,72575000,1,HiC_scaffold_3:72574458,east_cent
HiC_scaffold_3,72574000,72575000,1,HiC_scaffold_3:72574518,east_cent
HiC_scaffold_3,72574000,72575000,1,HiC_scaffold_3:72574601,east_cent
HiC_scaffold_3,73646000,73647000,1,HiC_scaffold_3:73646050,east_cent
HiC_scaffold_3,73663000,73664000,1,HiC_scaffold_3:73663792,east_cent
HiC_scaffold_3,74878000,74879000,2,HiC_scaffold_3:74878230,east_cent
HiC_scaffold_3,76122000,76123000,1,HiC_scaffold_3:76122908,east_cent
HiC_scaffold_3,76224000,76225000,2,HiC_scaffold_3:76224630,east_cent
HiC_scaffold_3,76253000,76254000,1,HiC_scaffold_3:76253213,east_cent
HiC_scaffold_3,76253000,76254000,1,HiC_scaffold_3:76253920,east_cent
HiC_scaffold_3,76258000,76259000,1,HiC_scaffold_3:76258786,east_cent
HiC_scaffold_3,76325000,76326000,1,HiC_scaffold_3:76325605,east_cent
HiC_scaffold_3,76823000,76824000,2,HiC_scaffold_3:76823961,east_cent
HiC_scaffold_3,78665000,78666000,1,HiC_scaffold_3:78665972,east_cent
HiC_scaffold_3,78963000,78964000,2,HiC_scaffold_3:78963092,east_cent
HiC_scaffold_3,78964000,78965000,2,HiC_scaffold_3:78964411,east_cent
HiC_scaffold_3,79065000,79066000,1,HiC_scaffold_3:79065146,east_cent
HiC_scaffold_3,79110000,79111000,2,HiC_scaffold_3:79110944,east_cent
HiC_scaffold_3,79792000,79793000,2,HiC_scaffold_3:79792669,east_cent
HiC_scaffold_3,79830000,79831000,2,HiC_scaffold_3:79830483,east_cent
HiC_scaffold_3,79833000,79834000,2,HiC_scaffold_3:79833095,east_cent
HiC_scaffold_3,79833000,79834000,2,HiC_scaffold_3:79833263,east_cent
HiC_scaffold_3,79899000,79900000,1,HiC_scaffold_3:79899108,east_cent
HiC_scaffold_3,81827000,81828000,2,HiC_scaffold_3:81827050,east_cent
HiC_scaffold_3,81971000,81972000,2,HiC_scaffold_3:81971831,east_cent
HiC_scaffold_3,82406000,82407000,2,HiC_scaffold_3:82406944,east_cent
HiC_scaffold_3,82407000,82408000,2,HiC_scaffold_3:82407101,east_cent
HiC_scaffold_3,82411000,82412000,2,HiC_scaffold_3:82411697,east_cent
HiC_scaffold_3,82447000,82448000,2,HiC_scaffold_3:82447289,east_cent
HiC_scaffold_3,83466000,83467000,2,HiC_scaffold_3:83466562,east_cent
HiC_scaffold_3,83562000,83563000,2,HiC_scaffold_3:83562983,east_cent
HiC_scaffold_3,83564000,83565000,2,HiC_scaffold_3:83564378,east_cent
HiC_scaffold_3,83564000,83565000,2,HiC_scaffold_3:83564393,east_cent
HiC_scaffold_3,83565000,83566000,2,HiC_scaffold_3:83565611,east_cent
HiC_scaffold_3,83571000,83572000,2,HiC_scaffold_3:83571397,east_cent
HiC_scaffold_3,85208000,85209000,2,HiC_scaffold_3:85208857,east_cent
HiC_scaffold_3,85452000,85453000,1,HiC_scaffold_3:85452522,east_cent
HiC_scaffold_3,85452000,85453000,1,HiC_scaffold_3:85452943,east_cent
HiC_scaffold_3,85457000,85458000,1,HiC_scaffold_3:85457955,east_cent
HiC_scaffold_3,87603000,87604000,2,HiC_scaffold_3:87603622,east_cent
HiC_scaffold_3,87603000,87604000,2,HiC_scaffold_3:87603750,east_cent
HiC_scaffold_3,87603000,87604000,2,HiC_scaffold_3:87603780,east_cent
HiC_scaffold_3,87607000,87608000,2,HiC_scaffold_3:87607637,east_cent
HiC_scaffold_3,88128000,88129000,2,HiC_scaffold_3:88128791,east_cent
HiC_scaffold_3,88128000,88129000,2,HiC_scaffold_3:88128805,east_cent
HiC_scaffold_3,88244000,88245000,2,HiC_scaffold_3:88244698,east_cent
HiC_scaffold_3,88244000,88245000,2,HiC_scaffold_3:88244733,east_cent
HiC_scaffold_3,88257000,88258000,2,HiC_scaffold_3:88257351,east_cent
HiC_scaffold_3,88297000,88298000,2,HiC_scaffold_3:88297869,east_cent
HiC_scaffold_3,88372000,88373000,1,HiC_scaffold_3:88372839,east_cent
HiC_scaffold_3,88414000,88415000,1,HiC_scaffold_3:88414488,east_cent
HiC_scaffold_3,88417000,88418000,1,HiC_scaffold_3:88417693,east_cent
HiC_scaffold_3,88418000,88419000,1,HiC_scaffold_3:88418959,east_cent
HiC_scaffold_3,88475000,88476000,1,HiC_scaffold_3:88475013,east_cent
HiC_scaffold_3,88476000,88477000,1,HiC_scaffold_3:88476386,east_cent
HiC_scaffold_3,88477000,88478000,1,HiC_scaffold_3:88477235,east_cent
HiC_scaffold_3,88489000,88490000,1,HiC_scaffold_3:88489298,east_cent
HiC_scaffold_3,88550000,88551000,1,HiC_scaffold_3:88550712,east_cent
HiC_scaffold_3,88550000,88551000,1,HiC_scaffold_3:88550834,east_cent
HiC_scaffold_3,88574000,88575000,1,HiC_scaffold_3:88574431,east_cent
HiC_scaffold_3,88582000,88583000,1,HiC_scaffold_3:88582867,east_cent
HiC_scaffold_3,88582000,88583000,1,HiC_scaffold_3:88582939,east_cent
HiC_scaffold_3,88583000,88584000,1,HiC_scaffold_3:88583136,east_cent
HiC_scaffold_3,88583000,88584000,1,HiC_scaffold_3:88583476,east_cent
HiC_scaffold_3,88583000,88584000,1,HiC_scaffold_3:88583515,east_cent
HiC_scaffold_3,88584000,88585000,1,HiC_scaffold_3:88584751,east_cent
HiC_scaffold_3,88586000,88587000,1,HiC_scaffold_3:88586555,east_cent
HiC_scaffold_3,88591000,88592000,1,HiC_scaffold_3:88591139,east_cent
HiC_scaffold_3,88627000,88628000,2,HiC_scaffold_3:88627678,east_cent
HiC_scaffold_3,88811000,88812000,2,HiC_scaffold_3:88811845,east_cent
HiC_scaffold_3,88908000,88909000,2,HiC_scaffold_3:88908916,east_cent
HiC_scaffold_3,88920000,88921000,2,HiC_scaffold_3:88920259,east_cent
HiC_scaffold_3,88928000,88929000,2,HiC_scaffold_3:88928893,east_cent
HiC_scaffold_3,88981000,88982000,2,HiC_scaffold_3:88981026,east_cent
HiC_scaffold_3,88985000,88986000,2,HiC_scaffold_3:88985566,east_cent
HiC_scaffold_3,89039000,89040000,1,HiC_scaffold_3:89039558,east_cent
HiC_scaffold_3,89317000,89318000,2,HiC_scaffold_3:89317333,east_cent
HiC_scaffold_3,89318000,89319000,2,HiC_scaffold_3:89318831,east_cent
HiC_scaffold_3,89429000,89430000,2,HiC_scaffold_3:89429558,east_cent
HiC_scaffold_3,91331000,91332000,2,HiC_scaffold_3:91331481,east_cent
HiC_scaffold_3,92665000,92666000,1,HiC_scaffold_3:92665206,east_cent
HiC_scaffold_3,92665000,92666000,1,HiC_scaffold_3:92665320,east_cent
HiC_scaffold_3,92665000,92666000,1,HiC_scaffold_3:92665476,east_cent
HiC_scaffold_3,93102000,93103000,1,HiC_scaffold_3:93102731,east_cent
HiC_scaffold_3,97063000,97064000,2,HiC_scaffold_3:97063088,east_cent
HiC_scaffold_3,97388000,97389000,2,HiC_scaffold_3:97388829,east_cent
HiC_scaffold_3,97435000,97436000,1,HiC_scaffold_3:97435156,east_cent
HiC_scaffold_3,98631000,98632000,2,HiC_scaffold_3:98631122,east_cent
HiC_scaffold_4,10449000,10450000,2,HiC_scaffold_4:10449845,east_cent
HiC_scaffold_4,11921000,11922000,2,HiC_scaffold_4:11921349,east_cent
HiC_scaffold_4,11941000,11942000,2,HiC_scaffold_4:11941814,east_cent
HiC_scaffold_4,13203000,13204000,2,HiC_scaffold_4:13203805,east_cent
HiC_scaffold_4,15895000,15896000,1,HiC_scaffold_4:15895352,east_cent
HiC_scaffold_4,15920000,15921000,1,HiC_scaffold_4:15920378,east_cent
HiC_scaffold_4,15921000,15922000,1,HiC_scaffold_4:15921997,east_cent
HiC_scaffold_4,15938000,15939000,1,HiC_scaffold_4:15938296,east_cent
HiC_scaffold_4,15962000,15963000,2,HiC_scaffold_4:15962575,east_cent
HiC_scaffold_4,15991000,15992000,2,HiC_scaffold_4:15991649,east_cent
HiC_scaffold_4,16184000,16185000,2,HiC_scaffold_4:16184885,east_cent
HiC_scaffold_4,17624000,17625000,1,HiC_scaffold_4:17624045,east_cent
HiC_scaffold_4,17630000,17631000,1,HiC_scaffold_4:17630611,east_cent
HiC_scaffold_4,17630000,17631000,1,HiC_scaffold_4:17630618,east_cent
HiC_scaffold_4,17630000,17631000,1,HiC_scaffold_4:17630870,east_cent
HiC_scaffold_4,19400000,19401000,1,HiC_scaffold_4:19400641,east_cent
HiC_scaffold_4,19505000,19506000,1,HiC_scaffold_4:19505816,east_cent
HiC_scaffold_4,21909000,21910000,1,HiC_scaffold_4:21909748,east_cent
HiC_scaffold_4,21913000,21914000,1,HiC_scaffold_4:21913248,east_cent
HiC_scaffold_4,23057000,23058000,2,HiC_scaffold_4:23057970,east_cent
HiC_scaffold_4,23693000,23694000,2,HiC_scaffold_4:23693099,east_cent
HiC_scaffold_4,23693000,23694000,2,HiC_scaffold_4:23693780,east_cent
HiC_scaffold_4,27347000,27348000,2,HiC_scaffold_4:27347294,east_cent
HiC_scaffold_4,27347000,27348000,2,HiC_scaffold_4:27347295,east_cent
HiC_scaffold_4,27389000,27390000,2,HiC_scaffold_4:27389985,east_cent
HiC_scaffold_4,27391000,27392000,2,HiC_scaffold_4:27391687,east_cent
HiC_scaffold_4,27544000,27545000,1,HiC_scaffold_4:27544551,east_cent
HiC_scaffold_4,29280000,29281000,2,HiC_scaffold_4:29280880,east_cent
HiC_scaffold_4,29283000,29284000,2,HiC_scaffold_4:29283580,east_cent
HiC_scaffold_4,29283000,29284000,2,HiC_scaffold_4:29283686,east_cent
HiC_scaffold_4,29346000,29347000,1,HiC_scaffold_4:29346029,east_cent
HiC_scaffold_4,29364000,29365000,1,HiC_scaffold_4:29364312,east_cent
HiC_scaffold_4,29364000,29365000,1,HiC_scaffold_4:29364504,east_cent
HiC_scaffold_4,29364000,29365000,1,HiC_scaffold_4:29364531,east_cent
HiC_scaffold_4,29364000,29365000,1,HiC_scaffold_4:29364611,east_cent
HiC_scaffold_4,29364000,29365000,1,HiC_scaffold_4:29364684,east_cent
HiC_scaffold_4,29364000,29365000,1,HiC_scaffold_4:29364693,east_cent
HiC_scaffold_4,29366000,29367000,1,HiC_scaffold_4:29366332,east_cent
HiC_scaffold_4,29376000,29377000,1,HiC_scaffold_4:29376136,east_cent
HiC_scaffold_4,29376000,29377000,1,HiC_scaffold_4:29376572,east_cent
HiC_scaffold_4,29394000,29395000,1,HiC_scaffold_4:29394815,east_cent
HiC_scaffold_4,29417000,29418000,1,HiC_scaffold_4:29417703,east_cent
HiC_scaffold_4,30285000,30286000,2,HiC_scaffold_4:30285220,east_cent
HiC_scaffold_4,31088000,31089000,2,HiC_scaffold_4:31088217,east_cent
HiC_scaffold_4,31095000,31096000,2,HiC_scaffold_4:31095224,east_cent
HiC_scaffold_4,31105000,31106000,2,HiC_scaffold_4:31105086,east_cent
HiC_scaffold_4,33988000,33989000,2,HiC_scaffold_4:33988039,east_cent
HiC_scaffold_4,41068000,41069000,1,HiC_scaffold_4:41068683,east_cent
HiC_scaffold_4,48007000,48008000,2,HiC_scaffold_4:48007694,east_cent
HiC_scaffold_5,13120000,13121000,1,HiC_scaffold_5:13120476,east_cent
HiC_scaffold_5,14300000,14301000,2,HiC_scaffold_5:14300752,east_cent
HiC_scaffold_5,14384000,14385000,1,HiC_scaffold_5:14384146,east_cent
HiC_scaffold_5,14384000,14385000,1,HiC_scaffold_5:14384148,east_cent
HiC_scaffold_5,14384000,14385000,1,HiC_scaffold_5:14384428,east_cent
HiC_scaffold_5,14384000,14385000,1,HiC_scaffold_5:14384429,east_cent
HiC_scaffold_5,15183000,15184000,2,HiC_scaffold_5:15183070,east_cent
HiC_scaffold_5,17742000,17743000,2,HiC_scaffold_5:17742780,east_cent
HiC_scaffold_5,17743000,17744000,2,HiC_scaffold_5:17743975,east_cent
HiC_scaffold_5,17752000,17753000,1,HiC_scaffold_5:17752936,east_cent
HiC_scaffold_5,17755000,17756000,1,HiC_scaffold_5:17755542,east_cent
HiC_scaffold_5,17770000,17771000,2,HiC_scaffold_5:17770559,east_cent
HiC_scaffold_5,17964000,17965000,1,HiC_scaffold_5:17964398,east_cent
HiC_scaffold_5,17964000,17965000,1,HiC_scaffold_5:17964404,east_cent
HiC_scaffold_5,17964000,17965000,1,HiC_scaffold_5:17964415,east_cent
HiC_scaffold_5,17969000,17970000,1,HiC_scaffold_5:17969100,east_cent
HiC_scaffold_5,17969000,17970000,1,HiC_scaffold_5:17969934,east_cent
HiC_scaffold_5,17970000,17971000,1,HiC_scaffold_5:17970472,east_cent
HiC_scaffold_5,17970000,17971000,1,HiC_scaffold_5:17970534,east_cent
HiC_scaffold_5,18432000,18433000,1,HiC_scaffold_5:18432967,east_cent
HiC_scaffold_5,18996000,18997000,1,HiC_scaffold_5:18996643,east_cent
HiC_scaffold_5,19134000,19135000,1,HiC_scaffold_5:19134053,east_cent
HiC_scaffold_5,19223000,19224000,1,HiC_scaffold_5:19223412,east_cent
