scaffold,start,end,pair,direction,loci
HiC_scaffold_5,17752000,17753000,hueti_davidi,1,HiC_scaffold_5:17752936
HiC_scaffold_5,17755000,17756000,hueti_davidi,1,HiC_scaffold_5:17755542
HiC_scaffold_5,17770000,17771000,hueti_davidi,2,HiC_scaffold_5:17770559
HiC_scaffold_5,17964000,17965000,hueti_davidi,1,HiC_scaffold_5:17964398
HiC_scaffold_5,17964000,17965000,hueti_davidi,1,HiC_scaffold_5:17964404
HiC_scaffold_5,17964000,17965000,hueti_davidi,1,HiC_scaffold_5:17964415
HiC_scaffold_5,17969000,17970000,hueti_davidi,1,HiC_scaffold_5:17969100
HiC_scaffold_5,17969000,17970000,hueti_davidi,1,HiC_scaffold_5:17969934
HiC_scaffold_5,17970000,17971000,hueti_davidi,1,HiC_scaffold_5:17970472
HiC_scaffold_5,17970000,17971000,hueti_davidi,1,HiC_scaffold_5:17970534
HiC_scaffold_5,18432000,18433000,hueti_davidi,1,HiC_scaffold_5:18432967
HiC_scaffold_5,18996000,18997000,hueti_davidi,1,HiC_scaffold_5:18996643
HiC_scaffold_5,19134000,19135000,hueti_davidi,1,HiC_scaffold_5:19134053
HiC_scaffold_5,19223000,19224000,hueti_davidi,1,HiC_scaffold_5:19223412
HiC_scaffold_5,19223000,19224000,hueti_davidi,1,HiC_scaffold_5:19223431
HiC_scaffold_5,19224000,19225000,hueti_davidi,1,HiC_scaffold_5:19224337
HiC_scaffold_5,19232000,19233000,hueti_davidi,1,HiC_scaffold_5:19232434
HiC_scaffold_5,19232000,19233000,hueti_davidi,1,HiC_scaffold_5:19232438
HiC_scaffold_5,19234000,19235000,hueti_davidi,1,HiC_scaffold_5:19234830
HiC_scaffold_5,19234000,19235000,hueti_davidi,1,HiC_scaffold_5:19234845
HiC_scaffold_5,19237000,19238000,hueti_davidi,1,HiC_scaffold_5:19237734
HiC_scaffold_5,19265000,19266000,hueti_davidi,2,HiC_scaffold_5:19265190
HiC_scaffold_5,19605000,19606000,hueti_davidi,2,HiC_scaffold_5:19605965
HiC_scaffold_5,19798000,19799000,hueti_davidi,1,HiC_scaffold_5:19798005
HiC_scaffold_5,19799000,19800000,hueti_davidi,1,HiC_scaffold_5:19799180
HiC_scaffold_5,20266000,20267000,hueti_davidi,1,HiC_scaffold_5:20266653
HiC_scaffold_5,20267000,20268000,hueti_davidi,1,HiC_scaffold_5:20267885
HiC_scaffold_5,20268000,20269000,hueti_davidi,1,HiC_scaffold_5:20268889
HiC_scaffold_5,20455000,20456000,hueti_davidi,1,HiC_scaffold_5:20455491
HiC_scaffold_5,20462000,20463000,hueti_davidi,1,HiC_scaffold_5:20462403
HiC_scaffold_5,21483000,21484000,hueti_davidi,2,HiC_scaffold_5:21483097
HiC_scaffold_5,21487000,21488000,hueti_davidi,2,HiC_scaffold_5:21487040
HiC_scaffold_5,21487000,21488000,hueti_davidi,2,HiC_scaffold_5:21487174
HiC_scaffold_5,21487000,21488000,hueti_davidi,2,HiC_scaffold_5:21487179
HiC_scaffold_5,21487000,21488000,hueti_davidi,2,HiC_scaffold_5:21487226
HiC_scaffold_5,21487000,21488000,hueti_davidi,2,HiC_scaffold_5:21487728
HiC_scaffold_5,21487000,21488000,hueti_davidi,2,HiC_scaffold_5:21487744
HiC_scaffold_5,21514000,21515000,hueti_davidi,2,HiC_scaffold_5:21514801
HiC_scaffold_5,21514000,21515000,hueti_davidi,2,HiC_scaffold_5:21514876
HiC_scaffold_5,21746000,21747000,hueti_davidi,1,HiC_scaffold_5:21746407
HiC_scaffold_5,21750000,21751000,hueti_davidi,2,HiC_scaffold_5:21750398
HiC_scaffold_5,21770000,21771000,hueti_davidi,1,HiC_scaffold_5:21770280
HiC_scaffold_5,21772000,21773000,hueti_davidi,1,HiC_scaffold_5:21772864
HiC_scaffold_5,21783000,21784000,hueti_davidi,1,HiC_scaffold_5:21783292
HiC_scaffold_5,21883000,21884000,hueti_davidi,2,HiC_scaffold_5:21883649
HiC_scaffold_5,21924000,21925000,hueti_davidi,2,HiC_scaffold_5:21924415
HiC_scaffold_5,23674000,23675000,hueti_davidi,1,HiC_scaffold_5:23674622
HiC_scaffold_5,23878000,23879000,hueti_davidi,1,HiC_scaffold_5:23878344
HiC_scaffold_5,24637000,24638000,hueti_davidi,1,HiC_scaffold_5:24637870
HiC_scaffold_5,25488000,25489000,hueti_davidi,2,HiC_scaffold_5:25488488
HiC_scaffold_5,25489000,25490000,hueti_davidi,2,HiC_scaffold_5:25489523
HiC_scaffold_5,25489000,25490000,hueti_davidi,2,HiC_scaffold_5:25489573
HiC_scaffold_5,25706000,25707000,hueti_davidi,1,HiC_scaffold_5:25706704
HiC_scaffold_5,25710000,25711000,hueti_davidi,2,HiC_scaffold_5:25710808
HiC_scaffold_5,25718000,25719000,hueti_davidi,2,HiC_scaffold_5:25718626
HiC_scaffold_5,25776000,25777000,hueti_davidi,2,HiC_scaffold_5:25776356
HiC_scaffold_5,25853000,25854000,hueti_davidi,1,HiC_scaffold_5:25853441
HiC_scaffold_5,25854000,25855000,hueti_davidi,1,HiC_scaffold_5:25854722
HiC_scaffold_5,25854000,25855000,hueti_davidi,1,HiC_scaffold_5:25854816
HiC_scaffold_5,25880000,25881000,hueti_davidi,1,HiC_scaffold_5:25880187
HiC_scaffold_5,26020000,26021000,hueti_davidi,1,HiC_scaffold_5:26020852
HiC_scaffold_5,26021000,26022000,hueti_davidi,1,HiC_scaffold_5:26021325
HiC_scaffold_5,26030000,26031000,hueti_davidi,1,HiC_scaffold_5:26030135
HiC_scaffold_5,29308000,29309000,hueti_davidi,1,HiC_scaffold_5:29308118
HiC_scaffold_5,29356000,29357000,hueti_davidi,2,HiC_scaffold_5:29356182
HiC_scaffold_5,29356000,29357000,hueti_davidi,2,HiC_scaffold_5:29356386
HiC_scaffold_5,29357000,29358000,hueti_davidi,2,HiC_scaffold_5:29357037
HiC_scaffold_5,29358000,29359000,hueti_davidi,2,HiC_scaffold_5:29358526
HiC_scaffold_5,29381000,29382000,hueti_davidi,1,HiC_scaffold_5:29381353
HiC_scaffold_5,29382000,29383000,hueti_davidi,1,HiC_scaffold_5:29382325
HiC_scaffold_5,29386000,29387000,hueti_davidi,1,HiC_scaffold_5:29386032
HiC_scaffold_5,29386000,29387000,hueti_davidi,1,HiC_scaffold_5:29386125
HiC_scaffold_5,29386000,29387000,hueti_davidi,1,HiC_scaffold_5:29386211
HiC_scaffold_5,29386000,29387000,hueti_davidi,1,HiC_scaffold_5:29386323
HiC_scaffold_5,29386000,29387000,hueti_davidi,1,HiC_scaffold_5:29386339
HiC_scaffold_5,29386000,29387000,hueti_davidi,1,HiC_scaffold_5:29386400
HiC_scaffold_5,29390000,29391000,hueti_davidi,2,HiC_scaffold_5:29390157
HiC_scaffold_5,29396000,29397000,hueti_davidi,2,HiC_scaffold_5:29396777
HiC_scaffold_5,29400000,29401000,hueti_davidi,2,HiC_scaffold_5:29400892
HiC_scaffold_5,29401000,29402000,hueti_davidi,2,HiC_scaffold_5:29401776
HiC_scaffold_5,29413000,29414000,hueti_davidi,2,HiC_scaffold_5:29413824
HiC_scaffold_5,29513000,29514000,hueti_davidi,1,HiC_scaffold_5:29513092
HiC_scaffold_5,29513000,29514000,hueti_davidi,1,HiC_scaffold_5:29513119
HiC_scaffold_5,29574000,29575000,hueti_davidi,2,HiC_scaffold_5:29574073
HiC_scaffold_5,29659000,29660000,hueti_davidi,2,HiC_scaffold_5:29659067
HiC_scaffold_5,29671000,29672000,hueti_davidi,1,HiC_scaffold_5:29671274
HiC_scaffold_5,29671000,29672000,hueti_davidi,1,HiC_scaffold_5:29671282
HiC_scaffold_5,29728000,29729000,hueti_davidi,2,HiC_scaffold_5:29728582
HiC_scaffold_5,29845000,29846000,hueti_davidi,2,HiC_scaffold_5:29845426
HiC_scaffold_5,29845000,29846000,hueti_davidi,2,HiC_scaffold_5:29845711
HiC_scaffold_5,29848000,29849000,hueti_davidi,2,HiC_scaffold_5:29848632
HiC_scaffold_5,29863000,29864000,hueti_davidi,2,HiC_scaffold_5:29863500
HiC_scaffold_5,29874000,29875000,hueti_davidi,2,HiC_scaffold_5:29874480
HiC_scaffold_5,29884000,29885000,hueti_davidi,2,HiC_scaffold_5:29884804
HiC_scaffold_5,29927000,29928000,hueti_davidi,1,HiC_scaffold_5:29927361
HiC_scaffold_5,29932000,29933000,hueti_davidi,1,HiC_scaffold_5:29932202
HiC_scaffold_5,29964000,29965000,hueti_davidi,1,HiC_scaffold_5:29964273
HiC_scaffold_5,29977000,29978000,hueti_davidi,2,HiC_scaffold_5:29977431
HiC_scaffold_5,29997000,29998000,hueti_davidi,2,HiC_scaffold_5:29997545
HiC_scaffold_5,30007000,30008000,hueti_davidi,2,HiC_scaffold_5:30007716
HiC_scaffold_5,30225000,30226000,hueti_davidi,2,HiC_scaffold_5:30225501
HiC_scaffold_5,30258000,30259000,hueti_davidi,2,HiC_scaffold_5:30258002
HiC_scaffold_5,30281000,30282000,hueti_davidi,2,HiC_scaffold_5:30281693
HiC_scaffold_5,30284000,30285000,hueti_davidi,2,HiC_scaffold_5:30284697
HiC_scaffold_5,30293000,30294000,hueti_davidi,2,HiC_scaffold_5:30293793
HiC_scaffold_5,30293000,30294000,hueti_davidi,2,HiC_scaffold_5:30293809
HiC_scaffold_5,30296000,30297000,hueti_davidi,2,HiC_scaffold_5:30296919
HiC_scaffold_5,30297000,30298000,hueti_davidi,2,HiC_scaffold_5:30297042
HiC_scaffold_5,30303000,30304000,hueti_davidi,2,HiC_scaffold_5:30303660
HiC_scaffold_5,30309000,30310000,hueti_davidi,2,HiC_scaffold_5:30309733
HiC_scaffold_5,30310000,30311000,hueti_davidi,2,HiC_scaffold_5:30310069
HiC_scaffold_5,30310000,30311000,hueti_davidi,2,HiC_scaffold_5:30310775
HiC_scaffold_5,30310000,30311000,hueti_davidi,2,HiC_scaffold_5:30310789
HiC_scaffold_5,30508000,30509000,hueti_davidi,2,HiC_scaffold_5:30508029
HiC_scaffold_5,30571000,30572000,hueti_davidi,2,HiC_scaffold_5:30571522
HiC_scaffold_5,30847000,30848000,hueti_davidi,1,HiC_scaffold_5:30847290
HiC_scaffold_5,30848000,30849000,hueti_davidi,1,HiC_scaffold_5:30848653
HiC_scaffold_5,30955000,30956000,hueti_davidi,2,HiC_scaffold_5:30955536
HiC_scaffold_5,30960000,30961000,hueti_davidi,2,HiC_scaffold_5:30960119
HiC_scaffold_5,31214000,31215000,hueti_davidi,2,HiC_scaffold_5:31214320
HiC_scaffold_5,31237000,31238000,hueti_davidi,2,HiC_scaffold_5:31237133
HiC_scaffold_5,31243000,31244000,hueti_davidi,2,HiC_scaffold_5:31243997
HiC_scaffold_5,31244000,31245000,hueti_davidi,2,HiC_scaffold_5:31244142
HiC_scaffold_5,31254000,31255000,hueti_davidi,2,HiC_scaffold_5:31254044
HiC_scaffold_5,31265000,31266000,hueti_davidi,2,HiC_scaffold_5:31265400
HiC_scaffold_5,31267000,31268000,hueti_davidi,2,HiC_scaffold_5:31267416
HiC_scaffold_5,31268000,31269000,hueti_davidi,2,HiC_scaffold_5:31268257
HiC_scaffold_5,31287000,31288000,hueti_davidi,2,HiC_scaffold_5:31287132
HiC_scaffold_5,31287000,31288000,hueti_davidi,2,HiC_scaffold_5:31287574
HiC_scaffold_5,31305000,31306000,hueti_davidi,2,HiC_scaffold_5:31305149
HiC_scaffold_5,31308000,31309000,hueti_davidi,2,HiC_scaffold_5:31308386
HiC_scaffold_5,31911000,31912000,hueti_davidi,2,HiC_scaffold_5:31911024
HiC_scaffold_5,31913000,31914000,hueti_davidi,2,HiC_scaffold_5:31913720
HiC_scaffold_5,31918000,31919000,hueti_davidi,2,HiC_scaffold_5:31918246
HiC_scaffold_5,31918000,31919000,hueti_davidi,2,HiC_scaffold_5:31918271
HiC_scaffold_5,31952000,31953000,hueti_davidi,2,HiC_scaffold_5:31952551
HiC_scaffold_5,31966000,31967000,hueti_davidi,2,HiC_scaffold_5:31966123
HiC_scaffold_5,31985000,31986000,hueti_davidi,2,HiC_scaffold_5:31985840
HiC_scaffold_5,31990000,31991000,hueti_davidi,2,HiC_scaffold_5:31990182
HiC_scaffold_5,31990000,31991000,hueti_davidi,2,HiC_scaffold_5:31990478
HiC_scaffold_5,31994000,31995000,hueti_davidi,2,HiC_scaffold_5:31994374
HiC_scaffold_5,31995000,31996000,hueti_davidi,2,HiC_scaffold_5:31995701
HiC_scaffold_5,32023000,32024000,hueti_davidi,2,HiC_scaffold_5:32023865
HiC_scaffold_5,32024000,32025000,hueti_davidi,2,HiC_scaffold_5:32024407
HiC_scaffold_5,32041000,32042000,hueti_davidi,2,HiC_scaffold_5:32041266
HiC_scaffold_5,32047000,32048000,hueti_davidi,2,HiC_scaffold_5:32047529
HiC_scaffold_5,32057000,32058000,hueti_davidi,2,HiC_scaffold_5:32057967
HiC_scaffold_5,32061000,32062000,hueti_davidi,2,HiC_scaffold_5:32061281
HiC_scaffold_5,32067000,32068000,hueti_davidi,2,HiC_scaffold_5:32067460
HiC_scaffold_5,32067000,32068000,hueti_davidi,2,HiC_scaffold_5:32067599
HiC_scaffold_5,32067000,32068000,hueti_davidi,2,HiC_scaffold_5:32067644
HiC_scaffold_5,32133000,32134000,hueti_davidi,2,HiC_scaffold_5:32133125
HiC_scaffold_5,32151000,32152000,hueti_davidi,2,HiC_scaffold_5:32151367
HiC_scaffold_5,32158000,32159000,hueti_davidi,2,HiC_scaffold_5:32158314
HiC_scaffold_5,32603000,32604000,hueti_davidi,2,HiC_scaffold_5:32603121
HiC_scaffold_5,32959000,32960000,hueti_davidi,1,HiC_scaffold_5:32959413
HiC_scaffold_5,34272000,34273000,hueti_davidi,2,HiC_scaffold_5:34272417
HiC_scaffold_5,34274000,34275000,hueti_davidi,2,HiC_scaffold_5:34274748
HiC_scaffold_5,34276000,34277000,hueti_davidi,2,HiC_scaffold_5:34276773
HiC_scaffold_5,34276000,34277000,hueti_davidi,2,HiC_scaffold_5:34276981
HiC_scaffold_5,34308000,34309000,hueti_davidi,2,HiC_scaffold_5:34308375
HiC_scaffold_5,34312000,34313000,hueti_davidi,2,HiC_scaffold_5:34312448
HiC_scaffold_5,34479000,34480000,hueti_davidi,2,HiC_scaffold_5:34479533
HiC_scaffold_5,34588000,34589000,hueti_davidi,2,HiC_scaffold_5:34588742
HiC_scaffold_5,34633000,34634000,hueti_davidi,2,HiC_scaffold_5:34633369
HiC_scaffold_5,34640000,34641000,hueti_davidi,2,HiC_scaffold_5:34640972
HiC_scaffold_5,34641000,34642000,hueti_davidi,2,HiC_scaffold_5:34641089
HiC_scaffold_5,34641000,34642000,hueti_davidi,2,HiC_scaffold_5:34641666
HiC_scaffold_5,34643000,34644000,hueti_davidi,2,HiC_scaffold_5:34643780
HiC_scaffold_5,34646000,34647000,hueti_davidi,2,HiC_scaffold_5:34646776
HiC_scaffold_5,34652000,34653000,hueti_davidi,2,HiC_scaffold_5:34652254
HiC_scaffold_5,34652000,34653000,hueti_davidi,2,HiC_scaffold_5:34652444
HiC_scaffold_5,34653000,34654000,hueti_davidi,2,HiC_scaffold_5:34653438
HiC_scaffold_5,34655000,34656000,hueti_davidi,2,HiC_scaffold_5:34655267
HiC_scaffold_5,34656000,34657000,hueti_davidi,2,HiC_scaffold_5:34656418
HiC_scaffold_5,34668000,34669000,hueti_davidi,2,HiC_scaffold_5:34668163
HiC_scaffold_5,34684000,34685000,hueti_davidi,2,HiC_scaffold_5:34684240
HiC_scaffold_5,34690000,34691000,hueti_davidi,2,HiC_scaffold_5:34690020
HiC_scaffold_5,34693000,34694000,hueti_davidi,2,HiC_scaffold_5:34693837
HiC_scaffold_5,34693000,34694000,hueti_davidi,2,HiC_scaffold_5:34693857
HiC_scaffold_5,34694000,34695000,hueti_davidi,2,HiC_scaffold_5:34694570
HiC_scaffold_5,34697000,34698000,hueti_davidi,2,HiC_scaffold_5:34697581
HiC_scaffold_5,34698000,34699000,hueti_davidi,2,HiC_scaffold_5:34698095
HiC_scaffold_5,34701000,34702000,hueti_davidi,2,HiC_scaffold_5:34701755
HiC_scaffold_5,34733000,34734000,hueti_davidi,2,HiC_scaffold_5:34733647
HiC_scaffold_5,34735000,34736000,hueti_davidi,2,HiC_scaffold_5:34735038
HiC_scaffold_5,34741000,34742000,hueti_davidi,2,HiC_scaffold_5:34741661
HiC_scaffold_5,34767000,34768000,hueti_davidi,2,HiC_scaffold_5:34767022
HiC_scaffold_5,34849000,34850000,hueti_davidi,2,HiC_scaffold_5:34849140
HiC_scaffold_5,34849000,34850000,hueti_davidi,2,HiC_scaffold_5:34849883
HiC_scaffold_5,34926000,34927000,hueti_davidi,2,HiC_scaffold_5:34926611
HiC_scaffold_5,34927000,34928000,hueti_davidi,2,HiC_scaffold_5:34927782
HiC_scaffold_5,35245000,35246000,hueti_davidi,1,HiC_scaffold_5:35245476
HiC_scaffold_5,35407000,35408000,hueti_davidi,1,HiC_scaffold_5:35407364
HiC_scaffold_5,37213000,37214000,hueti_davidi,1,HiC_scaffold_5:37213118
HiC_scaffold_5,37213000,37214000,hueti_davidi,1,HiC_scaffold_5:37213187
HiC_scaffold_5,37213000,37214000,hueti_davidi,1,HiC_scaffold_5:37213281
HiC_scaffold_5,37228000,37229000,hueti_davidi,2,HiC_scaffold_5:37228252
HiC_scaffold_5,37355000,37356000,hueti_davidi,2,HiC_scaffold_5:37355042
HiC_scaffold_5,37445000,37446000,hueti_davidi,2,HiC_scaffold_5:37445636
HiC_scaffold_5,37991000,37992000,hueti_davidi,2,HiC_scaffold_5:37991753
HiC_scaffold_5,38430000,38431000,hueti_davidi,2,HiC_scaffold_5:38430149
HiC_scaffold_5,38444000,38445000,hueti_davidi,2,HiC_scaffold_5:38444441
HiC_scaffold_5,38444000,38445000,hueti_davidi,2,HiC_scaffold_5:38444551
HiC_scaffold_5,38506000,38507000,hueti_davidi,2,HiC_scaffold_5:38506630
HiC_scaffold_5,38585000,38586000,hueti_davidi,2,HiC_scaffold_5:38585424
HiC_scaffold_5,38601000,38602000,hueti_davidi,2,HiC_scaffold_5:38601815
HiC_scaffold_5,38606000,38607000,hueti_davidi,2,HiC_scaffold_5:38606659
HiC_scaffold_5,38631000,38632000,hueti_davidi,2,HiC_scaffold_5:38631297
HiC_scaffold_5,38643000,38644000,hueti_davidi,2,HiC_scaffold_5:38643417
HiC_scaffold_5,38648000,38649000,hueti_davidi,2,HiC_scaffold_5:38648139
HiC_scaffold_5,38651000,38652000,hueti_davidi,2,HiC_scaffold_5:38651557
HiC_scaffold_5,38654000,38655000,hueti_davidi,2,HiC_scaffold_5:38654266
HiC_scaffold_5,38722000,38723000,hueti_davidi,2,HiC_scaffold_5:38722893
HiC_scaffold_5,38728000,38729000,hueti_davidi,2,HiC_scaffold_5:38728037
HiC_scaffold_5,38768000,38769000,hueti_davidi,2,HiC_scaffold_5:38768251
HiC_scaffold_5,38772000,38773000,hueti_davidi,2,HiC_scaffold_5:38772410
HiC_scaffold_5,38777000,38778000,hueti_davidi,2,HiC_scaffold_5:38777830
HiC_scaffold_5,39085000,39086000,hueti_davidi,2,HiC_scaffold_5:39085609
HiC_scaffold_5,39917000,39918000,hueti_davidi,2,HiC_scaffold_5:39917717
HiC_scaffold_5,39917000,39918000,hueti_davidi,2,HiC_scaffold_5:39917718
HiC_scaffold_5,39955000,39956000,hueti_davidi,2,HiC_scaffold_5:39955849
HiC_scaffold_5,39962000,39963000,hueti_davidi,2,HiC_scaffold_5:39962537
HiC_scaffold_5,39967000,39968000,hueti_davidi,2,HiC_scaffold_5:39967810
HiC_scaffold_5,39969000,39970000,hueti_davidi,2,HiC_scaffold_5:39969242
HiC_scaffold_5,40035000,40036000,hueti_davidi,2,HiC_scaffold_5:40035688
HiC_scaffold_5,40059000,40060000,hueti_davidi,2,HiC_scaffold_5:40059443
HiC_scaffold_5,40062000,40063000,hueti_davidi,2,HiC_scaffold_5:40062362
HiC_scaffold_5,40067000,40068000,hueti_davidi,2,HiC_scaffold_5:40067437
HiC_scaffold_5,40067000,40068000,hueti_davidi,2,HiC_scaffold_5:40067443
HiC_scaffold_5,40076000,40077000,hueti_davidi,2,HiC_scaffold_5:40076547
HiC_scaffold_5,40078000,40079000,hueti_davidi,2,HiC_scaffold_5:40078005
HiC_scaffold_5,40152000,40153000,hueti_davidi,2,HiC_scaffold_5:40152480
HiC_scaffold_5,40153000,40154000,hueti_davidi,2,HiC_scaffold_5:40153707
HiC_scaffold_5,40153000,40154000,hueti_davidi,2,HiC_scaffold_5:40153855
HiC_scaffold_5,40153000,40154000,hueti_davidi,2,HiC_scaffold_5:40153864
HiC_scaffold_5,40154000,40155000,hueti_davidi,2,HiC_scaffold_5:40154175
HiC_scaffold_5,40155000,40156000,hueti_davidi,2,HiC_scaffold_5:40155209
HiC_scaffold_5,40155000,40156000,hueti_davidi,2,HiC_scaffold_5:40155357
HiC_scaffold_5,40155000,40156000,hueti_davidi,2,HiC_scaffold_5:40155359
HiC_scaffold_5,40155000,40156000,hueti_davidi,2,HiC_scaffold_5:40155388
HiC_scaffold_5,40155000,40156000,hueti_davidi,2,HiC_scaffold_5:40155414
HiC_scaffold_5,40156000,40157000,hueti_davidi,2,HiC_scaffold_5:40156590
HiC_scaffold_5,40159000,40160000,hueti_davidi,2,HiC_scaffold_5:40159153
HiC_scaffold_5,40161000,40162000,hueti_davidi,2,HiC_scaffold_5:40161659
HiC_scaffold_5,40161000,40162000,hueti_davidi,2,HiC_scaffold_5:40161661
HiC_scaffold_5,40189000,40190000,hueti_davidi,2,HiC_scaffold_5:40189824
HiC_scaffold_5,40238000,40239000,hueti_davidi,2,HiC_scaffold_5:40238491
HiC_scaffold_5,40282000,40283000,hueti_davidi,1,HiC_scaffold_5:40282748
HiC_scaffold_5,40282000,40283000,hueti_davidi,1,HiC_scaffold_5:40282755
HiC_scaffold_5,40283000,40284000,hueti_davidi,1,HiC_scaffold_5:40283455
HiC_scaffold_5,40283000,40284000,hueti_davidi,1,HiC_scaffold_5:40283601
HiC_scaffold_5,40284000,40285000,hueti_davidi,1,HiC_scaffold_5:40284309
HiC_scaffold_5,40284000,40285000,hueti_davidi,1,HiC_scaffold_5:40284375
HiC_scaffold_5,40293000,40294000,hueti_davidi,2,HiC_scaffold_5:40293564
HiC_scaffold_5,40317000,40318000,hueti_davidi,2,HiC_scaffold_5:40317518
HiC_scaffold_5,40317000,40318000,hueti_davidi,2,HiC_scaffold_5:40317521
HiC_scaffold_5,40329000,40330000,hueti_davidi,2,HiC_scaffold_5:40329489
HiC_scaffold_5,40354000,40355000,hueti_davidi,2,HiC_scaffold_5:40354452
HiC_scaffold_5,40363000,40364000,hueti_davidi,2,HiC_scaffold_5:40363272
HiC_scaffold_5,40375000,40376000,hueti_davidi,2,HiC_scaffold_5:40375655
HiC_scaffold_5,40375000,40376000,hueti_davidi,2,HiC_scaffold_5:40375821
HiC_scaffold_5,40402000,40403000,hueti_davidi,2,HiC_scaffold_5:40402398
HiC_scaffold_5,40421000,40422000,hueti_davidi,2,HiC_scaffold_5:40421228
HiC_scaffold_5,40485000,40486000,hueti_davidi,2,HiC_scaffold_5:40485845
HiC_scaffold_5,40523000,40524000,hueti_davidi,2,HiC_scaffold_5:40523160
HiC_scaffold_5,40523000,40524000,hueti_davidi,2,HiC_scaffold_5:40523196
HiC_scaffold_5,40524000,40525000,hueti_davidi,2,HiC_scaffold_5:40524781
HiC_scaffold_5,40730000,40731000,hueti_davidi,2,HiC_scaffold_5:40730030
HiC_scaffold_5,40734000,40735000,hueti_davidi,2,HiC_scaffold_5:40734239
HiC_scaffold_5,40734000,40735000,hueti_davidi,2,HiC_scaffold_5:40734877
HiC_scaffold_5,40769000,40770000,hueti_davidi,2,HiC_scaffold_5:40769645
HiC_scaffold_5,40772000,40773000,hueti_davidi,2,HiC_scaffold_5:40772946
HiC_scaffold_5,40798000,40799000,hueti_davidi,2,HiC_scaffold_5:40798425
HiC_scaffold_5,41646000,41647000,hueti_davidi,2,HiC_scaffold_5:41646446
HiC_scaffold_5,43322000,43323000,hueti_davidi,2,HiC_scaffold_5:43322869
HiC_scaffold_5,43340000,43341000,hueti_davidi,2,HiC_scaffold_5:43340799
HiC_scaffold_5,43542000,43543000,hueti_davidi,1,HiC_scaffold_5:43542064
HiC_scaffold_5,43542000,43543000,hueti_davidi,1,HiC_scaffold_5:43542204
HiC_scaffold_5,43543000,43544000,hueti_davidi,1,HiC_scaffold_5:43543586
HiC_scaffold_5,43563000,43564000,hueti_davidi,2,HiC_scaffold_5:43563061
HiC_scaffold_5,43565000,43566000,hueti_davidi,2,HiC_scaffold_5:43565341
HiC_scaffold_5,43565000,43566000,hueti_davidi,2,HiC_scaffold_5:43565649
HiC_scaffold_5,43567000,43568000,hueti_davidi,2,HiC_scaffold_5:43567693
HiC_scaffold_5,43626000,43627000,hueti_davidi,2,HiC_scaffold_5:43626671
HiC_scaffold_5,43775000,43776000,hueti_davidi,2,HiC_scaffold_5:43775435
HiC_scaffold_5,43778000,43779000,hueti_davidi,2,HiC_scaffold_5:43778906
HiC_scaffold_5,44108000,44109000,hueti_davidi,2,HiC_scaffold_5:44108830
HiC_scaffold_5,44110000,44111000,hueti_davidi,2,HiC_scaffold_5:44110589
HiC_scaffold_5,44112000,44113000,hueti_davidi,2,HiC_scaffold_5:44112895
HiC_scaffold_5,44136000,44137000,hueti_davidi,1,HiC_scaffold_5:44136604
HiC_scaffold_5,44153000,44154000,hueti_davidi,1,HiC_scaffold_5:44153358
HiC_scaffold_5,44157000,44158000,hueti_davidi,1,HiC_scaffold_5:44157954
HiC_scaffold_5,44157000,44158000,hueti_davidi,1,HiC_scaffold_5:44157957
HiC_scaffold_5,44183000,44184000,hueti_davidi,2,HiC_scaffold_5:44183638
HiC_scaffold_5,44196000,44197000,hueti_davidi,2,HiC_scaffold_5:44196220
HiC_scaffold_5,44197000,44198000,hueti_davidi,2,HiC_scaffold_5:44197098
HiC_scaffold_5,44236000,44237000,hueti_davidi,2,HiC_scaffold_5:44236964
HiC_scaffold_5,44778000,44779000,hueti_davidi,2,HiC_scaffold_5:44778871
HiC_scaffold_5,44780000,44781000,hueti_davidi,1,HiC_scaffold_5:44780867
HiC_scaffold_5,44781000,44782000,hueti_davidi,1,HiC_scaffold_5:44781476
HiC_scaffold_5,44786000,44787000,hueti_davidi,1,HiC_scaffold_5:44786239
HiC_scaffold_5,44852000,44853000,hueti_davidi,2,HiC_scaffold_5:44852422
HiC_scaffold_5,45546000,45547000,hueti_davidi,2,HiC_scaffold_5:45546882
HiC_scaffold_5,47174000,47175000,hueti_davidi,2,HiC_scaffold_5:47174853
HiC_scaffold_5,47231000,47232000,hueti_davidi,2,HiC_scaffold_5:47231601
HiC_scaffold_5,47933000,47934000,hueti_davidi,2,HiC_scaffold_5:47933432
HiC_scaffold_5,48098000,48099000,hueti_davidi,2,HiC_scaffold_5:48098623
HiC_scaffold_5,48295000,48296000,hueti_davidi,1,HiC_scaffold_5:48295227
HiC_scaffold_5,48325000,48326000,hueti_davidi,1,HiC_scaffold_5:48325755
HiC_scaffold_5,48379000,48380000,hueti_davidi,1,HiC_scaffold_5:48379722
HiC_scaffold_5,48384000,48385000,hueti_davidi,2,HiC_scaffold_5:48384054
HiC_scaffold_5,48384000,48385000,hueti_davidi,2,HiC_scaffold_5:48384079
HiC_scaffold_5,48385000,48386000,hueti_davidi,2,HiC_scaffold_5:48385488
HiC_scaffold_5,48385000,48386000,hueti_davidi,2,HiC_scaffold_5:48385505
HiC_scaffold_5,48386000,48387000,hueti_davidi,2,HiC_scaffold_5:48386731
HiC_scaffold_5,48508000,48509000,hueti_davidi,2,HiC_scaffold_5:48508604
